index,tripduration,starttime,stoptime,start.station.id,start.station.name,start.station.latitude,start.station.longitude,end.station.id,end.station.name,end.station.latitude,end.station.longitude,bikeid,usertype,birth.year,gender,date,count
103,496,3/31/2016 12:34,3/31/2016 12:43,79,Franklin St & W Broadway,40.71911552,-74.00666661,224,Spruce St & Nassau St,40.71146364,-74.00552427,20697,Subscriber,1972,1,3/31/2016,1
104,472,3/31/2016 12:35,3/31/2016 12:43,79,Franklin St & W Broadway,40.71911552,-74.00666661,224,Spruce St & Nassau St,40.71146364,-74.00552427,17842,Subscriber,1969,1,3/31/2016,1
105,576,3/31/2016 13:11,3/31/2016 13:20,79,Franklin St & W Broadway,40.71911552,-74.00666661,279,Peck Slip & Front St,40.707873,-74.00167,16583,Subscriber,1963,1,3/31/2016,1
106,176,3/31/2016 13:20,3/31/2016 13:23,79,Franklin St & W Broadway,40.71911552,-74.00666661,257,Lispenard St & Broadway,40.71939226,-74.00247214,19012,Subscriber,1951,1,3/31/2016,1
107,387,3/31/2016 13:30,3/31/2016 13:36,79,Franklin St & W Broadway,40.71911552,-74.00666661,195,Liberty St & Broadway,40.70905623,-74.01043382,21518,Subscriber,1963,1,3/31/2016,1
108,283,3/31/2016 13:44,3/31/2016 13:49,79,Franklin St & W Broadway,40.71911552,-74.00666661,355,Bayard St & Baxter St,40.71602118,-73.99974372,16415,Subscriber,1979,1,3/31/2016,1
109,232,3/31/2016 14:45,3/31/2016 14:49,79,Franklin St & W Broadway,40.71911552,-74.00666661,152,Warren St & Church St,40.71473993,-74.00910627,18065,Subscriber,1968,2,3/31/2016,1
110,144,3/31/2016 14:48,3/31/2016 14:50,79,Franklin St & W Broadway,40.71911552,-74.00666661,329,Greenwich St & N Moore St,40.72043411,-74.01020609,17724,Subscriber,1960,2,3/31/2016,1
111,862,3/31/2016 15:22,3/31/2016 15:36,79,Franklin St & W Broadway,40.71911552,-74.00666661,410,Suffolk St & Stanton St,40.72066442,-73.98517977,22480,Subscriber,1983,1,3/31/2016,1
112,526,3/31/2016 15:26,3/31/2016 15:35,79,Franklin St & W Broadway,40.71911552,-74.00666661,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,19910,Subscriber,1977,1,3/31/2016,1
